montant,nb_achats,recence,satisfaction
31.22,1,29.76,5.0
85.65,1,46.51,5.0
52.59,1,466.5,5.0
199.44,2,116.82,4.5
45.62,1,384.85,5.0
111.09,1,341.95,5.0
112.89,1,321.73,5.0
403.81000000000006,1,305.74,5.0
103.04,1,87.04,4.0
41.13,1,136.78,2.0
144.43,1,272.61,5.0
147.04000000000002,2,51.75,3.0
64.14,1,265.94,5.0
156.19,1,70.53,5.0
43.49,1,26.39,5.0
40.84,1,112.0,5.0
77.89,1,107.89,5.0
45.08,1,184.71,5.0
175.3,1,55.9,3.0
241.93,1,209.75,3.0
123.52,1,223.89,5.0
65.22,1,158.81,1.0
57.43,1,216.75,3.0
472.41,1,222.4,5.0
76.57,1,200.77,5.0
98.83,1,546.45,4.0
310.94,1,27.97,5.0
117.85,1,184.37,5.0
103.26,3,83.61,5.0
93.76,1,67.61,5.0
68.35,1,81.55,5.0
104.7,1,557.78,5.0
75.65,1,388.54,5.0
112.1,4,453.62,2.0
121.09,1,217.54,5.0
67.5,1,228.98,4.0
62.23,1,411.77,3.0
61.73,1,384.41,5.0
165.3,1,188.56,1.0
16.09,1,85.93,4.0
46.75,1,218.55,5.0
181.68,1,216.29,5.0
93.48,1,276.68,4.0
29.84,1,373.9,5.0
43.58,1,301.54,5.0
59.82,1,51.45,1.0
17.78,1,123.59,5.0
81.78,1,186.88,5.0
133.85,1,254.86,5.0
767.21,1,236.32,5.0
122.08,11,11.37,4.363636363636363
57.29,1,150.91,5.0
61.77,1,185.52,5.0
67.13,1,356.02,1.0
45.69,1,478.93,4.0
296.33,1,322.66,5.0
90.55,1,195.73,4.0
31.75,2,214.36,5.0
97.34,1,61.38,5.0
45.86,1,535.63,3.0
123.2,1,697.43,5.0
90.17,1,562.6,1.0
85.54,1,34.79,5.0
61.69,1,230.81,5.0
39.6,1,301.42,5.0
49.59,1,365.8,5.0
40.0,1,261.44,4.0
35.0,1,232.4,5.0
32.42,1,210.51,3.0
60.1,1,339.5,5.0
161.72,2,359.87,1.0
99.43,1,104.69,5.0
170.37,2,201.57,5.0
141.9,1,373.51,5.0
59.53,1,276.77,3.0
97.87,1,397.7,5.0
80.13,1,66.48,4.0
131.56,1,231.74,1.0
78.75999999999999,1,386.45,5.0
300.73999999999995,1,205.94,5.0
187.76,3,49.5,5.0
378.5,1,160.7,4.0
64.37,1,23.57,5.0
14.67,1,270.61,5.0
75.51,1,32.97,3.0
67.5,1,225.71,4.0
66.78,1,201.46,5.0
76.66,1,278.74,4.0
85.25,4,288.8,1.0
26.63,1,135.64,5.0
95.34,1,142.54,5.0
340.12,1,241.43,5.0
47.61,1,182.64,1.0
105.28,2,454.66,3.0
85.14,1,186.72,5.0
60.96,1,535.71,5.0
123.52,1,250.85,5.0
163.97,1,353.9,2.0
89.61,1,163.67,5.0
116.36,2,265.83,1.0
186.46,1,592.41,5.0
54.51,1,371.41,4.0
109.44,1,108.96,3.0
61.8,1,130.86,4.0
148.91000000000005,1,75.89,5.0
374.93,2,169.8,5.0
70.92999999999999,1,575.92,5.0
81.23,2,281.49,4.0
264.95,1,237.73,5.0
104.98,1,87.47,4.0
163.97,1,217.73,5.0
106.78,1,276.9,3.0
75.42,1,24.88,5.0
54.98,2,70.41,1.0
79.56,2,319.87,3.0
68.13,1,175.4,2.0
51.06,1,121.52,4.0
112.89,1,318.5,4.0
142.19,1,467.54,4.0
180.5,1,243.01,5.0
36.75,1,233.82,5.0
155.23,1,276.77,3.0
146.84,1,467.49,5.0
241.15,1,131.76,5.0
57.22,1,124.82,5.0
133.38,1,243.34,5.0
221.85,1,590.48,5.0
159.60000000000002,1,195.61,5.0
75.65,1,392.6,4.0
42.39,1,118.38,5.0
119.39,2,319.9,1.0
114.33,1,212.74,5.0
57.29,1,125.97,4.0
96.8,1,405.9,5.0
563.26,1,187.32,4.0
222.8,2,213.91,5.0
419.06,1,599.86,1.0
116.45,1,453.74,5.0
442.51,1,565.92,2.0
38.36,1,9.5,5.0
596.27,1,258.51,1.0
423.06,1,535.73,5.0
222.09,1,550.5,5.0
142.98000000000002,1,273.61,2.0
1129.41,1,149.98,4.0
31.96,1,31.87,4.0
64.32,1,58.96,4.0
120.3,1,152.72,5.0
54.0,1,319.25,5.0
278.22,1,240.79,5.0
69.14,1,273.64,5.0
51.88,1,157.49,3.0
103.14,1,188.7,3.0
23.17,1,388.93,5.0
44.1,1,355.93,5.0
31.91,1,194.64,5.0
43.25,1,166.61,4.0
37.73,2,162.94,1.0
49.2,1,152.67,5.0
96.42,2,407.44,3.5
162.6,1,696.7,1.0
147.78,1,89.43,4.0
99.74,1,267.49,4.0
82.62,1,191.43,4.0
125.4,1,218.8,4.0
185.55,1,455.49,5.0
189.0,1,153.94,5.0
98.23,1,260.43,5.0
194.88,1,53.76,5.0
30.75,1,204.5,4.0
59.78,1,137.06,5.0
617.8399999999999,1,146.97,4.0
109.38,2,112.0,4.0
318.40000000000003,1,285.36,4.0
92.57,1,240.89,3.0
169.62,1,165.49,5.0
58.75,1,429.73,5.0
39.84,1,283.29,4.0
48.11,1,22.46,3.0
81.12,1,227.7,4.0
108.86,1,340.45,4.0
153.31,1,50.53,5.0
112.5,1,139.06,4.0
101.27,1,39.98,5.0
104.86,1,132.61,4.0
143.83,1,226.51,3.0
147.35,1,324.92,5.0
163.89,1,119.67,5.0
122.34,1,277.56,4.0
623.68,1,259.66,5.0
74.67,1,255.43,5.0
155.73000000000002,1,280.92,5.0
60.85,1,283.28,5.0
54.0,1,199.69,5.0
132.07999999999998,2,365.04,5.0
116.06,2,233.63,5.0
25.22,1,72.81,5.0
124.84,1,596.71,4.0
162.85,1,131.94,5.0
334.67,1,136.92,4.0
104.43,2,123.6,5.0
180.67,1,221.67,5.0
87.76,1,299.6,5.0
81.63000000000001,1,206.67,1.0
117.78,1,409.36,3.0
177.68,1,390.41,4.0
267.05,1,35.74,5.0
91.29,2,196.76,1.0
25.78,1,247.74,5.0
114.83,1,356.49,4.0
732.29,2,272.6,2.5
67.0,1,289.41,5.0
51.13,1,83.89,5.0
57.51,1,29.82,4.0
81.5,1,137.81,5.0
104.76,1,233.62,5.0
114.8,1,498.76,5.0
123.85,3,44.99,4.0
515.8100000000001,1,278.89,5.0
136.83,1,63.48,5.0
126.11,1,351.99,1.0
205.18,1,282.46,5.0
147.15,1,216.64,2.0
71.06,1,117.54,5.0
142.79000000000002,1,136.45,5.0
1173.84,1,242.62,4.0
50.92999999999999,1,174.61,1.0
108.21,1,108.94,5.0
116.24,1,281.62,4.0
918.16,1,50.95,5.0
116.94,1,332.44,4.0
130.26,1,394.69,5.0
44.26,1,506.75,4.0
156.09,1,321.75,4.0
64.46,1,485.53,4.0
95.83,1,20.69,4.0
146.56,1,132.81,5.0
154.38,1,159.84,5.0
67.99,1,322.21,1.0
66.09,1,542.71,1.0
24.09,1,417.72,4.0
162.19,1,112.42,1.0
21.38,1,155.13,1.0
58.62,2,573.55,5.0
97.8,2,239.6,1.0
35.0,1,368.6,5.0
45.37,1,364.8,5.0
25.75,1,352.35,5.0
44.1,1,405.95,3.0
58.71,1,397.64,4.0
58.37,1,17.37,5.0
190.37,1,253.34,1.0
31.98,2,181.63,3.0
179.34,2,151.78,1.0
144.13,1,431.88,5.0
516.25,1,358.71,4.0
71.99000000000001,1,323.71,4.0
64.0,1,199.47,4.0
378.88,1,127.75,3.0
57.98,1,41.96,3.0
218.49,1,66.99,5.0
47.76,1,37.67,5.0
168.68,2,181.58,1.0
97.59,1,193.43,2.0
41.84,1,306.85,5.0
72.27000000000001,1,69.9,4.0
92.59,1,213.37,5.0
139.97,1,83.48,4.0
403.14,2,339.45,5.0
153.56,1,63.81,1.0
33.71,1,347.89,4.0
50.01,3,461.96,5.0
57.23,1,123.93,5.0
77.66,1,424.72,5.0
84.22999999999999,2,461.26,3.0
284.84,1,132.96,2.0
144.5,1,256.57,4.0
66.53,1,44.71,5.0
138.24,1,282.52,5.0
37.89,1,77.62,5.0
68.23,1,448.92,1.0
20.39,1,46.99,3.0
113.8,2,27.69,5.0
238.07,1,152.93,4.0
26.94,1,165.52,3.0
62.98,1,15.5,5.0
92.83,1,144.78,4.0
152.35,1,293.26,5.0
32.43,1,24.61,5.0
106.97,2,233.9,5.0
63.1,1,427.76,5.0
50.87,1,146.09,5.0
187.43,1,222.65,5.0
52.58,1,61.71,1.0
42.51,1,71.45,4.0
259.14,1,351.88,1.0
416.54,1,461.73,1.0
163.48000000000002,1,398.81,5.0
93.43,1,93.61,1.0
210.11,1,210.86,4.0
37.76,1,194.45,4.0
122.27,1,356.5,1.0
48.01,1,268.76,5.0
77.21,1,16.94,5.0
143.67000000000002,1,45.88,5.0
74.39,1,133.01,3.0
82.67,1,397.89,1.0
24.0,1,194.73,4.0
93.15,2,282.75,2.0
771.88,1,433.74,5.0
64.17,1,199.98,5.0
104.68,1,157.79,4.0
58.95,1,528.5,5.0
33.09,1,447.35,5.0
130.56,1,264.79,5.0
92.6,1,51.83,5.0
66.89,1,355.85,5.0
168.28,5,181.73,4.0
227.33,2,25.55,5.0
212.05,1,25.36,5.0
147.65,1,503.54,5.0
161.95,1,175.93,3.0
53.14,3,90.56,1.0
112.67000000000002,1,65.97,5.0
76.65,1,195.69,1.0
62.44,1,282.58,5.0
115.21,1,213.47,4.0
53.37,1,31.73,4.0
101.25,1,46.67,5.0
42.6,1,228.64,4.0
77.89,1,344.8,5.0
98.62,1,199.86,5.0
84.85,1,59.75,1.0
279.08,1,205.76,1.0
166.04000000000002,2,52.48,5.0
44.65,1,536.32,4.0
57.6,1,298.46,5.0
71.14,2,368.88,5.0
319.72,1,119.47,3.0
53.0,1,196.74,4.0
251.75,1,191.66,4.0
604.62,1,327.52,5.0
83.61,1,172.98,4.0
141.79,1,424.83,5.0
90.88,1,241.96,5.0
83.2,1,380.51,1.0
103.55,1,355.67,5.0
86.64,1,426.5,4.0
87.72999999999999,1,479.84,1.0
67.15,1,96.61,5.0
31.75,1,367.58,4.0
290.67,1,383.74,5.0
148.16,1,253.77,3.0
76.86,1,173.94,1.0
94.31,2,394.92,5.0
160.55,1,139.05,1.0
95.34,1,107.43,4.0
48.69,1,193.47,4.0
42.59,1,269.46,5.0
96.65,1,81.46,4.0
129.64,1,148.8,1.0
201.82,1,220.32,1.0
182.91,2,74.98,5.0
59.96,1,491.69,5.0
66.78,1,200.87,5.0
59.89,1,278.63,5.0
248.36,1,227.78,5.0
38.42,1,577.85,4.0
35.23,2,65.76,3.0
200.37,1,75.54,5.0
70.53,1,241.84,5.0
77.89,1,241.4,5.0
101.73,1,188.83,1.0
150.17,1,205.93,3.0
49.53,2,39.4,5.0
65.78999999999999,1,215.34,4.0
158.45,1,124.58,4.0
86.58,1,21.42,5.0
218.45,1,188.7,4.0
98.72,1,267.6,5.0
126.92,1,279.53,5.0
163.79,1,249.49,2.0
76.78,1,198.69,5.0
31.51,1,488.82,4.0
154.05,1,44.55,5.0
283.66,1,116.94,5.0
171.61,1,378.51,5.0
58.62,1,223.34,5.0
166.31,1,158.35,3.0
96.22,2,264.46,1.0
45.21,1,32.89,4.0
132.82,1,22.52,5.0
49.63,1,250.77,4.0
210.08,1,36.51,5.0
151.61,2,94.01,1.0
31.58,3,340.71,4.0
196.92,1,16.86,5.0
33.230000000000004,3,55.77,5.0
138.65,1,82.89,2.0
48.68,1,461.8,5.0
30.44,1,202.61,5.0
381.9,1,293.57,5.0
260.0,1,202.55,5.0
66.6,1,374.38,3.0
56.85,1,419.5,4.0
101.34,1,276.95,1.0
57.51,1,35.46,4.0
61.72,1,383.66,5.0
220.59,1,27.7,5.0
47.69,1,285.8,4.0
160.51000000000002,1,266.34,4.0
124.53,1,574.55,5.0
98.14,1,276.64,5.0
92.86,1,27.53,5.0
99.43,1,172.97,4.0
188.45,1,434.69,5.0
20.09,2,188.81,2.5
40.1,1,349.46,1.0
385.86,1,209.57,4.0
72.14,1,332.86,4.0
40.17,1,24.8,5.0
64.51,1,545.47,3.0
218.37,1,114.87,1.0
318.34,1,267.91,1.0
77.16,1,556.88,3.0
131.46,1,318.85,5.0
89.38,1,241.91,3.0
565.83,1,124.57,4.0
40.09,1,345.94,4.0
834.12,2,230.94,3.5
32.85,1,403.02,4.0
77.57,1,332.7,5.0
185.93,1,261.93,4.0
79.11,1,17.84,5.0
149.7,1,191.51,2.0
240.76,1,293.5,5.0
199.14,1,179.08,5.0
192.11,1,68.0,5.0
148.53,1,80.45,5.0
597.8,1,231.51,5.0
310.73999999999995,4,332.61,2.0
36.15,1,295.44,1.0
43.42,2,500.83,5.0
62.59,1,283.03,4.0
304.06,1,550.36,5.0
424.89,1,496.51,5.0
92.9,1,253.68,4.0
319.88,1,131.41,5.0
57.23,1,119.99,4.0
913.7,1,308.57,3.0
131.73,1,319.95,5.0
45.0,1,265.37,4.0
51.71,1,540.63,4.0
42.75,1,116.99,5.0
60.85,1,233.83,5.0
136.3,1,277.92,3.0
49.09,1,203.75,5.0
56.42,1,335.31,1.0
145.48000000000002,1,538.88,3.0
98.94,1,146.57,1.0
77.57,1,411.93,5.0
69.05,1,277.38,5.0
82.50999999999999,1,167.4,4.0
175.46,4,109.92,2.75
89.27000000000001,1,436.82,5.0
37.72,1,158.5,4.0
118.93,1,361.83,5.0
48.93,2,27.76,5.0
115.71,2,590.45,5.0
117.47,1,244.38,5.0
70.02,1,509.94,2.0
38.23,1,35.44,5.0
112.45,1,108.69,5.0
146.15,1,393.72,5.0
151.85,2,164.38,4.0
118.03,1,43.38,4.0
45.53,1,228.82,5.0
52.04,1,59.8,5.0
44.79,1,230.02,5.0
340.82,1,75.67,5.0
67.93,1,90.94,5.0
103.64,2,184.57,5.0
32.29,1,92.76,4.0
275.77,1,293.72,5.0
82.88,1,145.99,5.0
173.97,1,101.48,4.0
357.52,1,404.8,5.0
77.50999999999999,1,570.75,5.0
1724.04,1,229.49,1.0
77.57,1,383.89,5.0
34.09,1,415.94,5.0
105.73,1,237.78,5.0
365.98,1,286.85,4.0
155.63,1,437.3,5.0
85.60000000000001,1,500.91,4.0
65.55,1,417.66,5.0
81.22,1,215.71,4.0
119.64,1,16.55,3.0
60.0,1,312.53,5.0
72.34,1,157.96,5.0
26.79,1,159.94,5.0
70.62,1,242.84,5.0
123.34,1,548.77,5.0
87.64,1,186.43,4.0
42.34,2,143.56,5.0
25.0,1,185.96,2.0
27.48,1,91.88,5.0
40.09,1,245.77,5.0
381.86,1,168.53,1.0
71.33,1,134.63,5.0
43.69,1,296.57,4.0
65.71000000000001,2,346.82,5.0
336.99,1,412.7,5.0
227.38,1,89.27,4.0
110.0,1,136.49,4.0
112.72,3,88.65,5.0
114.04,1,195.39,1.0
587.73,1,206.29,4.0
186.05,1,255.96,5.0
113.76,1,522.88,4.0
267.37,1,106.81,5.0
42.26,1,36.47,5.0
208.89,1,321.93,5.0
36.88,1,127.48,2.0
25.5,2,584.42,5.0
66.31,3,87.61,1.0
153.25,1,173.95,5.0
433.43,1,293.61,5.0
138.96,1,342.7,5.0
53.63,1,25.56,5.0
40.86,1,509.71,5.0
44.0,2,302.57,5.0
221.12,1,265.57,4.0
28.0,1,416.65,4.0
151.49,1,108.01,4.0
167.29000000000002,1,417.55,5.0
39.09,1,303.68,5.0
92.57,1,265.79,5.0
275.19,2,156.37,5.0
35.959999999999994,1,111.74,5.0
152.34,1,487.47,5.0
51.71,1,158.99,5.0
621.07,1,112.07,5.0
624.91,1,155.85,5.0
54.06,1,551.69,5.0
75.4,1,11.85,4.0
140.68,1,165.8,4.0
236.19,1,347.71,4.0
493.93,1,125.92,5.0
175.77,1,369.1,4.0
40.47,1,207.73,5.0
16.96,1,555.7,5.0
32.39,1,83.99,5.0
44.24,2,282.38,5.0
698.5,1,281.73,5.0
122.8,1,231.55,4.0
113.11,1,172.61,5.0
91.23,1,524.57,1.0
291.54,1,178.84,1.0
32.379999999999995,1,206.48,3.0
222.17,1,355.78,4.0
77.56,1,290.78,4.0
25.78,1,463.8,4.0
176.78,1,382.52,5.0
91.96,1,447.45,5.0
26.58,1,271.44,5.0
167.17000000000002,2,400.5,5.0
128.68,1,116.7,5.0
816.17,1,548.43,5.0
131.61,1,212.77,4.0
64.17,1,276.92,5.0
258.05,1,394.67,3.0
51.05,1,38.8,5.0
168.24,1,28.91,5.0
40.19,1,415.77,4.0
208.48,1,230.48,1.0
258.44,2,423.65,2.0
65.00999999999999,1,461.87,4.0
59.24,2,183.42,3.0
46.78,2,151.91,4.0
32.5,2,264.67,1.0
117.08,1,201.73,5.0
133.76999999999998,2,214.92,4.5
246.28,2,249.4,5.0
43.23,1,115.52,4.0
92.9,1,171.89,5.0
118.9,1,538.45,5.0
74.6,1,572.81,3.0
63.74,1,225.53,4.0
276.58,1,190.53,1.0
120.06,1,321.89,4.0
388.44,1,339.88,5.0
86.37,1,165.57,5.0
196.01,1,200.57,5.0
156.63,1,173.62,1.0
49.3,1,69.63,5.0
24.17,1,313.84,5.0
48.69,1,282.37,5.0
55.1,1,186.94,5.0
175.99,1,37.89,5.0
103.9,1,241.52,5.0
107.27,1,517.86,5.0
45.84,2,177.72,1.0
134.28,1,209.91,1.0
112.42,2,11.98,5.0
182.91,1,56.69,5.0
43.09,1,216.4,3.0
57.05,1,203.78,4.0
40.81,1,33.71,5.0
148.49,1,271.46,3.0
40.83,4,106.83,5.0
181.53,1,40.79,5.0
206.76,1,313.5,3.0
208.55,1,325.44,5.0
92.06,1,289.98,5.0
26.44,1,173.69,5.0
79.22999999999999,1,78.58,4.0
77.98,1,524.88,5.0
32.29,1,13.68,5.0
90.85,1,424.46,5.0
42.42,1,517.51,4.0
30.76,1,557.89,5.0
75.95,1,257.73,3.0
61.44,1,131.03,5.0
60.6,1,284.68,5.0
43.71,1,542.01,5.0
49.0,1,434.76,5.0
289.02,1,68.5,4.0
387.0,1,235.35,4.0
176.99,1,151.85,5.0
163.07,1,556.82,5.0
22.74,6,187.45,5.0
145.11,1,122.93,5.0
61.11,1,420.7,5.0
187.1,1,86.67,1.0
64.1,2,285.85,4.0
132.16,1,82.69,5.0
115.44,2,168.71,3.0
180.32,1,23.55,5.0
144.12,1,188.56,2.0
93.65,1,77.48,3.0
380.75,1,563.76,5.0
48.71,1,544.36,5.0
38.0,1,465.69,1.0
105.66,1,214.51,4.0
131.16,1,193.42,2.0
190.37,1,257.31,5.0
27.73,1,50.54,3.0
54.0,1,205.61,4.0
223.88,1,92.64,5.0
87.71000000000001,1,468.84,5.0
77.89,1,391.46,2.0
144.14,1,584.11,5.0
37.77,1,188.57,4.0
131.87,2,375.41,1.0
81.62,1,155.0,5.0
123.34,1,147.86,5.0
258.23,1,125.59,4.0
335.89,1,361.87,5.0
122.5,1,241.32,4.0
62.11,1,25.41,5.0
186.89,2,406.72,5.0
224.21,1,495.81,5.0
179.01,1,572.51,4.0
64.1,1,210.96,4.0
404.17,1,124.47,1.0
48.62,1,139.43,5.0
33.72,1,200.61,4.0
136.95,2,70.83,5.0
78.19,1,39.72,5.0
120.3,1,480.64,5.0
136.7,1,118.73,5.0
96.95,1,12.47,5.0
63.55,1,47.49,5.0
292.39,1,425.57,4.0
169.3,1,104.9,4.0
106.95,1,11.62,5.0
142.10000000000002,1,286.81,3.0
132.76,1,129.59,3.0
67.09,1,505.82,2.0
64.22,1,74.5,3.0
101.64,1,31.06,5.0
63.36,1,32.49,5.0
207.2,1,176.57,4.0
160.65,1,454.44,1.0
37.5,1,419.62,5.0
413.59,1,354.62,5.0
65.53,1,440.76,2.0
157.36,1,276.38,5.0
166.23000000000002,1,537.77,5.0
30.97,1,126.46,5.0
36.75,1,300.46,5.0
45.09,1,313.67,4.0
109.89,1,209.99,1.0
62.53,1,383.7,3.0
61.38,1,125.46,5.0
170.86,1,353.6,5.0
136.8,3,282.73,1.0
72.78999999999999,1,43.69,5.0
107.28,1,509.46,5.0
50.95,1,532.75,4.0
56.78,5,228.36,3.4
134.07999999999998,1,317.61,5.0
73.43,1,237.72,5.0
71.25,1,94.68,4.0
196.99,1,290.78,5.0
104.79,1,111.9,5.0
68.19,1,120.66,4.0
108.07,1,118.03,1.0
96.33,1,259.72,4.0
68.2,2,129.48,3.0
34.65,1,227.48,5.0
208.77,1,246.3,5.0
138.72,1,90.9,5.0
184.94,1,436.47,5.0
70.14,1,165.6,5.0
101.3,1,58.59,5.0
36.44,1,80.5,5.0
125.79,1,45.93,4.0
88.08,2,392.91,5.0
86.15,1,223.36,5.0
93.63,1,23.5,5.0
412.43,1,99.51,5.0
137.76,1,137.79,5.0
48.17,1,376.71,2.0
84.02,1,444.79,4.0
106.8,1,239.83,5.0
1322.97,1,162.47,2.0
207.57,2,211.79,5.0
146.57,1,416.85,5.0
139.38,1,161.79,4.0
450.53,1,255.6,2.0
103.36,2,54.54,4.0
71.21,1,695.58,5.0
52.69,1,143.66,1.0
175.85,1,570.89,3.0
158.46,1,144.93,5.0
72.85,1,284.41,5.0
511.65,2,53.71,5.0
339.37,1,368.86,2.0
128.77,1,21.41,5.0
405.08,1,179.39,5.0
122.62,2,258.77,5.0
235.41,1,134.62,5.0
196.29,1,429.93,4.0
44.6,1,196.76,5.0
33.989999999999995,1,263.78,5.0
40.0,2,453.81,5.0
189.37,1,211.4,1.0
24.29,1,98.79,5.0
128.99,1,207.7,1.0
159.36,1,176.7,5.0
255.92,1,234.88,5.0
128.01,1,555.79,4.0
83.94,3,202.85,3.0
108.21,1,150.02,5.0
61.85,1,215.62,4.0
29.7,1,242.8,1.0
119.66,1,106.73,3.0
149.39,1,694.92,5.0
21.38,1,20.94,5.0
76.66,1,276.89,4.0
220.39,1,23.38,5.0
262.16,1,183.79,1.0
100.75,1,167.72,5.0
61.79,1,426.59,4.0
35.379999999999995,1,147.82,5.0
336.17,1,179.41,4.0
255.85,1,488.81,5.0
54.63,1,302.29,5.0
88.72,2,269.89,1.0
155.63,1,83.81,4.0
74.48,1,72.5,5.0
52.46,1,136.68,5.0
127.99,1,192.65,4.0
63.97,2,76.64,4.5
75.96000000000001,1,574.36,5.0
218.91,1,298.23,1.0
54.05,1,208.92,5.0
109.22,1,89.69,4.0
68.92,1,18.49,3.0
60.71,2,501.45,5.0
102.7,1,102.61,1.0
86.02000000000001,1,240.5,5.0
139.96,1,165.68,1.0
138.5,2,45.86,1.0
164.15,5,298.37,5.0
112.27,1,504.74,5.0
328.08,2,173.48,1.0
202.12,1,273.62,5.0
27.700000000000003,1,80.06,5.0
37.62,2,405.42,1.0
14.78,3,398.42,5.0
395.82,1,501.8,5.0
43.71,1,434.32,1.0
244.38,1,25.75,5.0
31.77,1,297.5,5.0
127.15,1,164.0,5.0
655.6,1,202.48,3.0
77.06,1,486.51,4.0
135.92000000000002,1,60.82,5.0
116.24,1,269.43,4.0
188.03,1,482.87,5.0
71.56,1,488.54,5.0
109.33,1,514.19,5.0
75.6,1,47.56,4.0
68.89,1,345.95,5.0
33.0,1,271.76,5.0
94.4,1,283.77,5.0
57.5,1,366.63,5.0
75.07,2,258.53,3.0
27.1,1,452.0,5.0
188.94,1,205.54,5.0
187.53,1,213.42,5.0
193.4,1,276.4,3.0
146.84,1,70.74,5.0
60.61,1,476.97,1.0
275.89,1,529.96,5.0
80.11000000000001,1,318.45,3.0
33.989999999999995,1,235.41,5.0
109.26,1,167.92,1.0
108.05,3,152.63,5.0
92.06,2,144.63,4.0
262.28,1,347.0,5.0
87.83,2,131.79,5.0
168.65,1,164.6,1.0
45.68,1,282.4,4.0
43.99,2,580.91,3.0
41.92,1,196.49,4.0
104.26,1,187.64,2.0
107.84,1,318.98,5.0
104.27,1,278.76,5.0
51.1,1,282.24,3.0
221.95,3,229.87,1.0
61.3,1,32.69,5.0
226.11,1,578.67,5.0
31.75,1,282.38,5.0
97.13,1,177.82,4.0
116.61,1,162.59,4.0
57.54,1,14.66,3.0
363.99,1,99.83,2.0
78.58,1,96.85,5.0
90.63,1,15.7,5.0
78.42,1,37.27,5.0
59.43,1,132.56,5.0
647.54,1,360.58,5.0
131.95000000000002,1,434.61,5.0
41.05,2,326.83,1.0
46.72,1,156.1,5.0
102.06,2,109.74,3.0
82.33000000000001,1,155.61,5.0
58.01,1,372.96,1.0
23.99,1,571.92,5.0
83.41000000000001,1,183.8,5.0
126.05,1,173.63,4.0
270.72,1,100.46,3.0
86.72999999999999,1,409.01,5.0
107.04,2,158.99,5.0
186.83,1,347.58,4.0
416.48,1,201.73,5.0
135.59,1,473.05,5.0
40.85,1,322.97,5.0
70.65,1,225.61,4.0
93.1,1,167.9,5.0
215.78,2,393.67,3.0
178.23000000000002,1,66.51,5.0
208.08,3,541.96,5.0
46.73,3,60.42,5.0
57.77,1,227.9,2.0
78.42,1,31.52,5.0
57.43,1,93.95,1.0
68.43,1,21.54,4.0
99.9,1,116.72,4.0
75.28,1,277.64,5.0
45.22,1,135.05,4.0
152.82999999999998,1,93.83,5.0
207.83,1,279.57,1.0
112.2,1,303.74,4.0
26.34,1,200.86,4.0
72.2,2,282.46,1.0
186.27,1,199.64,4.0
117.45,1,41.84,5.0
230.41,1,527.76,5.0
52.5,1,282.48,5.0
142.14,1,44.83,1.0
56.01,2,452.53,4.0
56.39,1,328.92,4.0
215.24,1,180.63,5.0
82.4,2,227.9,5.0
97.37,1,302.44,1.0
32.98,1,13.88,5.0
81.5,1,143.63,4.0
247.23,1,443.94,1.0
112.71,2,194.77,5.0
26.28,1,19.7,5.0
23.69,1,118.93,5.0
30.64,2,266.88,5.0
161.54,1,280.92,2.0
249.76,2,87.81,5.0
206.07,1,411.89,4.0
35.68,1,317.41,4.0
53.22,1,125.54,5.0
112.12,1,282.6,5.0
36.88,1,89.74,5.0
73.08,2,487.43,5.0
34.53,1,344.94,5.0
88.54,1,28.72,5.0
152.38,1,468.85,5.0
49.42,1,499.95,4.0
62.68,1,200.24,5.0
147.15,1,229.54,5.0
56.41,1,229.64,1.0
24.11,1,205.88,1.0
37.1,1,214.49,5.0
73.25,1,379.67,4.0
49.84,1,470.05,3.0
56.6,1,27.51,4.0
67.14,1,31.06,3.0
217.78,1,340.77,5.0
134.83,2,27.9,5.0
166.74,1,343.76,4.0
340.07,1,118.75,5.0
122.62,1,458.71,5.0
44.33,1,116.93,5.0
86.73,1,311.38,5.0
53.92,1,459.44,5.0
212.84,1,389.42,5.0
73.28,1,152.42,4.0
174.20999999999998,1,21.92,4.0
133.51,1,27.75,1.0
108.46,1,157.89,5.0
179.35,1,416.59,3.0
73.52,1,189.55,3.0
20.38,2,154.91,2.0
163.89,1,171.67,5.0
1312.67,1,8.06,5.0
163.06,1,206.8,5.0
62.78,2,312.12,1.0
31.11,2,326.93,5.0
159.4,2,229.01,5.0
114.77,1,552.91,5.0
42.51,1,26.43,5.0
254.04,1,295.6,5.0
116.94,1,215.87,5.0
51.09,14,233.66,3.0
32.33,1,74.92,5.0
181.62,1,152.92,3.0
309.81,1,154.52,5.0
96.74,1,12.41,4.0
62.19,1,469.88,5.0
76.41,2,91.47,5.0
147.62,1,10.55,5.0
35.36,1,7.88,5.0
73.96000000000001,1,116.41,4.0
324.58,1,172.38,5.0
126.9,1,15.9,5.0
86.72999999999999,1,340.56,5.0
59.19,4,484.82,5.0
96.32,1,281.87,1.0
47.3,1,33.48,5.0
185.63,1,282.61,5.0
50.0,1,186.83,5.0
67.11,1,46.66,3.0
78.72999999999999,1,31.81,1.0
64.1,1,312.0,1.0
40.55,1,565.26,5.0
320.82,1,484.81,5.0
104.71,1,151.78,5.0
94.99,1,388.45,3.0
145.83,1,479.76,3.0
293.46,1,347.97,4.0
73.15,1,266.38,4.0
189.1,1,168.54,5.0
128.88,1,538.65,2.0
36.51,1,574.52,3.0
152.5,1,166.94,4.0
48.69,1,114.64,5.0
184.84,1,167.72,5.0
12.89,1,447.66,5.0
